address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,business_parking,ambience,categories_array
1396 Boulevard de Maisonneuve O,"{""GoodForKids"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""OutdoorSeating"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""WheelchairAccessible"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""RestaurantsReservations"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", ""Alcohol"": ""u'none'"", ""WiFi"": ""u'free'"", ""HasTV"": ""True"", ""RestaurantsTableService"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""BikeParking"": ""True"", ""DogsAllowed"": ""False"", ""RestaurantsDelivery"": ""True"", ""RestaurantsTakeOut"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", ""Caters"": ""True"", ""NoiseLevel"": ""u'average'""}",VYByx4yXYiZDeiaVVus7HQ,"""Food, Coffee & Tea, Pan Asian, Creperies, Chinese, Asian Fusion, Bubble Tea, Juice Bars & Smoothies, Restaurants""",Montréal,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:30-22:30"", ""Wednesday"": ""11:30-22:30"", ""Thursday"": ""11:30-22:30"", ""Friday"": ""11:30-23:30"", ""Saturday"": ""12:0-21:0"", ""Sunday"": ""11:30-22:30""}",1,45.497415,-73.577774,Mon ChiCha Bistro,H3G 2E4,27,3,QC,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}","{""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""TRUE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Food,Coffee & Tea,Pan Asian,Creperies,Chinese,Asian Fusion,Bubble Tea,Juice Bars & Smoothies,Restaurants}"
"9480 S Eastern Ave, Ste 160","{""Caters"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsTakeOut"": ""True"", ""WiFi"": ""'free'""}",1aVbXH_4uQCTQU7HfGmyow,"""Bubble Tea, Food, Tea Rooms, Coffee & Tea""",Las Vegas,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""11:0-22:0""}",1,36.0172865789,-115.1171850699,Brew Tea Bar,89123,346,5,NV,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Food,Tea Rooms,Coffee & Tea}"
1115 Centre Street NW,"{""WiFi"": ""u'free'"", ""Alcohol"": ""'none'"", ""WheelchairAccessible"": ""True"", ""OutdoorSeating"": ""True"", ""GoodForMeal"": ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""NoiseLevel"": ""u'average'"", ""RestaurantsDelivery"": ""False"", ""RestaurantsAttire"": ""'casual'"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""HasTV"": ""False"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""RestaurantsTableService"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""DogsAllowed"": ""False"", ""RestaurantsReservations"": ""False"", ""BikeParking"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""Caters"": ""True"", ""RestaurantsTakeOut"": ""True"", ""GoodForKids"": ""True""}",g-JpN7DDCV6Mvth1Yodf5w,"""Sandwiches, Asian Fusion, Restaurants, Desserts, Food, Taiwanese, Bubble Tea""",Calgary,"{""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-1:0"", ""Saturday"": ""11:0-1:0"", ""Sunday"": ""11:0-22:0""}",1,51.0619517393,-114.0627545491,Mango Mania,T2E 2R1,48,4,AB,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Sandwiches,Asian Fusion,Restaurants,Desserts,Food,Taiwanese,Bubble Tea}"
"9850 Markham Road, Unit 4","{""RestaurantsPriceRange2"": ""2"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsTakeOut"": ""True""}",p8LpaWaqSUi8gpMTs_CahA,"""Food, Bubble Tea""",Markham,"{""Monday"": ""11:30-0:0"", ""Tuesday"": ""11:30-0:0"", ""Wednesday"": ""11:30-0:0"", ""Thursday"": ""11:30-0:0"", ""Friday"": ""11:0-1:0"", ""Saturday"": ""11:0-1:0"", ""Sunday"": ""11:30-0:0""}",1,43.9056485816,-79.2679558815,Chatime,L6E 2C7,24,3,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea}"
"30 South Unionville Ave, Unit 1018",null,Sty9xZJZUj_42wwDkct0qg,"""Bubble Tea, Food""",Markham,null,1,43.8566629918,-79.3029407412,OneZoTapioca,L3R 1J5,3,3,ON,,,"{Bubble Tea,Food}"
4323 Macleod Trail SW,"{""Caters"": ""False"", ""RestaurantsTakeOut"": ""True"", ""DogsAllowed"": ""False"", ""BikeParking"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""OutdoorSeating"": ""False"", ""RestaurantsReservations"": ""True"", ""HasTV"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsGoodForGroups"": ""True"", ""Alcohol"": ""u'none'"", ""RestaurantsDelivery"": ""False"", ""WiFi"": ""u'free'"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", ""GoodForKids"": ""True"", ""RestaurantsTableService"": ""True"", ""WheelchairAccessible"": ""True"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",yh6PbP1RY3eJKaRMeLaVmw,"""Chinese, Bubble Tea, Food, Cafes, Taiwanese, Restaurants, Tea Rooms""",Calgary,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""11:0-21:0""}",1,51.0150809556,-114.0650128638,3Q,T2G 0A3,12,4,AB,,"{""divey"": ""FALSE"", ""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Chinese,Bubble Tea,Food,Cafes,Taiwanese,Restaurants,Tea Rooms}"
615 Bloor Street W,"{""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True""}",8pVZQRblrkdswkeuEzkzLw,"""Coffee & Tea, Food, Bubble Tea""",Toronto,null,0,43.6644506,-79.4137859,Formocha,M6G 1K8,3,2,ON,,,"{Coffee & Tea,Food,Bubble Tea}"
175 Ravel Road,"{""DogsAllowed"": ""True"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""WheelchairAccessible"": ""True"", ""OutdoorSeating"": ""True"", ""RestaurantsDelivery"": ""False"", ""ByAppointmentOnly"": ""False"", ""Caters"": ""True"", ""NoiseLevel"": ""'average'"", ""RestaurantsTakeOut"": ""True"", ""GoodForKids"": ""True"", ""BusinessParking"": ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsReservations"": ""False"", ""RestaurantsTableService"": ""False"", ""Alcohol"": ""'none'"", ""BikeParking"": ""True"", ""WiFi"": ""u'free'"", ""RestaurantsGoodForGroups"": ""True"", ""HasTV"": ""False"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsAttire"": ""'casual'"", ""Ambience"": ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}",f7T0Q1kbsSlbqB2vMdNrCw,"""Coffee & Tea, Tea Rooms, Food, Restaurants, Bubble Tea, Juice Bars & Smoothies, Taiwanese, Cafes""",North York,"{""Monday"": ""11:0-0:0"", ""Tuesday"": ""11:0-0:0"", ""Wednesday"": ""11:0-0:0"", ""Thursday"": ""11:0-0:0"", ""Friday"": ""11:0-1:0"", ""Saturday"": ""10:30-1:0"", ""Sunday"": ""10:30-0:0""}",1,43.7911801374,-79.3674064167,Chatime Willowdale,M2H 1T1,48,3,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""TRUE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""divey"": ""FALSE"", ""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Coffee & Tea,Tea Rooms,Food,Restaurants,Bubble Tea,Juice Bars & Smoothies,Taiwanese,Cafes}"
"2458 Dundas St W, Unit 13B",null,U0guEiKMqABFcyzPfzGH_w,"""Food, Tea Rooms, Bubble Tea""",Mississauga,"{""Monday"": ""12:0-23:0"", ""Tuesday"": ""12:0-23:0"", ""Wednesday"": ""12:0-23:0"", ""Thursday"": ""12:0-23:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""12:0-23:0""}",1,43.527594,-79.6753349,CoCo Fresh Tea and Juice,L5K 1R8,3,2.5,ON,,,"{Food,Tea Rooms,Bubble Tea}"
3255 Highway 7,null,Gt3b0VMuhGeJHRK1-5iM3A,"""Bubble Tea, Food""",Markham,null,1,43.8498531,-79.3476722,Pao Pao Cha,L3R 3P3,5,1.5,ON,,,"{Bubble Tea,Food}"
"","{""BusinessAcceptsCreditCards"": ""True"", ""Caters"": ""True"", ""OutdoorSeating"": ""True"", ""GoodForMeal"": ""{'dessert': True, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsDelivery"": ""False"", ""Alcohol"": ""u'none'"", ""WheelchairAccessible"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BikeParking"": ""True"", ""WiFi"": ""u'no'"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",We8W2HzEggexC6EnQe8uVg,"""Food Trucks, Party & Event Planning, Food Delivery Services, Food, Caterers, Event Planning & Services, Coffee & Tea, Juice Bars & Smoothies, Bubble Tea""",Las Vegas,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-15:0"", ""Wednesday"": ""11:0-15:0""}",1,36.1697096,-115.1236952,Blitz Boba,89101,54,4.5,NV,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food Trucks,Party & Event Planning,Food Delivery Services,Food,Caterers,Event Planning & Services,Coffee & Tea,Juice Bars & Smoothies,Bubble Tea}"
262 Main Street S,"{""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", ""NoiseLevel"": ""u'average'"", ""DogsAllowed"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""RestaurantsPriceRange2"": ""1"", ""Caters"": ""False"", ""OutdoorSeating"": ""False"", ""RestaurantsDelivery"": ""False"", ""RestaurantsAttire"": ""'casual'"", ""Alcohol"": ""u'none'"", ""WheelchairAccessible"": ""False"", ""HasTV"": ""True"", ""RestaurantsTakeOut"": ""True"", ""GoodForKids"": ""True"", ""WiFi"": ""u'free'"", ""RestaurantsReservations"": ""False"", ""RestaurantsTableService"": ""False"", ""RestaurantsGoodForGroups"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""BikeParking"": ""True""}",ckmhafwEhhIyPEtCon8GSg,"""Restaurants, Cafes, Bubble Tea, Food, Tea Rooms, Coffee & Tea Supplies""",Newmarket,"{""Monday"": ""9:30-21:0"", ""Tuesday"": ""9:30-21:0"", ""Wednesday"": ""9:30-21:0"", ""Thursday"": ""9:30-21:0"", ""Friday"": ""9:30-21:0"", ""Saturday"": ""9:30-21:0"", ""Sunday"": ""9:30-21:0""}",1,44.0515469,-79.4564348,The Fresh Tea Shop,L3Y 3Z5,30,3.5,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}","{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Restaurants,Cafes,Bubble Tea,Food,Tea Rooms,Coffee & Tea Supplies}"
5412 Chemin de la Côte-des-Neiges,"{""HasTV"": ""True"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""RestaurantsAttire"": ""'casual'"", ""GoodForKids"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsReservations"": ""False"", ""RestaurantsDelivery"": ""False"", ""WiFi"": ""'free'"", ""RestaurantsGoodForGroups"": ""True""}",vMfmOWnrt-VUNsspiBEtdQ,"""Restaurants, Cafes, Bubble Tea, Food, Desserts""",Montréal,"{""Monday"": ""8:0-20:0"", ""Tuesday"": ""8:0-20:0"", ""Wednesday"": ""8:0-20:0"", ""Thursday"": ""8:0-20:0"", ""Friday"": ""8:0-20:0"", ""Saturday"": ""12:0-20:0"", ""Sunday"": ""12:0-20:0""}",1,45.4967947,-73.6237951,Melting Pot Café,H3T 1Y5,3,4,QC,,"{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Restaurants,Cafes,Bubble Tea,Food,Desserts}"
"1181 S Buffalo Drive, Ste 150","{""BusinessAcceptsCreditCards"": ""True"", ""RestaurantsTakeOut"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",_H_0DVFM0YgeXfnEC33vuA,"""Food, Bubble Tea, Restaurants, Creperies""",Las Vegas,"{""Monday"": ""0:0-0:0"", ""Tuesday"": ""12:0-21:0"", ""Wednesday"": ""12:0-16:0"", ""Thursday"": ""12:0-21:0"", ""Friday"": ""12:0-21:0"", ""Saturday"": ""12:0-21:0"", ""Sunday"": ""12:30-18:30""}",1,36.1573202,-115.2628752,Cool Tea crepe,89117,6,4,NV,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea,Restaurants,Creperies}"
"66 S Dobson Rd, Ste 150","{""WiFi"": ""'no'"", ""RestaurantsPriceRange2"": ""1"", ""RestaurantsTakeOut"": ""True"", ""Caters"": ""False"", ""BusinessParking"": ""{'valet': False, 'garage': False, 'street': False, 'lot': True, 'validated': False}"", ""OutdoorSeating"": ""False"", ""BikeParking"": ""True"", ""WheelchairAccessible"": ""True"", ""BusinessAcceptsCreditCards"": ""True""}",hINfDEJ2sAp19-Ebp8NoQQ,"""Bubble Tea, Coffee & Tea, Shaved Ice, Desserts, Juice Bars & Smoothies, Food""",Mesa,"{""Monday"": ""10:0-18:30"", ""Tuesday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0"", ""Thursday"": ""11:0-22:0"", ""Friday"": ""11:0-22:0"", ""Saturday"": ""11:0-22:0"", ""Sunday"": ""10:0-18:30""}",1,33.4133505,-111.8759922,"Tea, Snow & Coffee",85202,199,4.5,AZ,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Bubble Tea,Coffee & Tea,Shaved Ice,Desserts,Juice Bars & Smoothies,Food}"
11 Queen Street W,"{""BikeParking"": ""True"", ""Alcohol"": ""'none'"", ""RestaurantsTableService"": ""True"", ""Caters"": ""True"", ""HasTV"": ""True"", ""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""False"", ""NoiseLevel"": ""'quiet'"", ""RestaurantsReservations"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""RestaurantsGoodForGroups"": ""True"", ""WiFi"": ""'free'"", ""WheelchairAccessible"": ""True"", ""GoodForKids"": ""True"", ""RestaurantsDelivery"": ""True"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsAttire"": ""'casual'""}",Up6F_ZQJKg6WPz6lOEueog,"""Salad, Restaurants, Specialty Food, Fruits & Veggies, Coffee & Tea, Bubble Tea, Food, Juice Bars & Smoothies""",Brampton,"{""Monday"": ""8:0-19:0"", ""Tuesday"": ""8:0-19:0"", ""Wednesday"": ""8:0-19:0"", ""Thursday"": ""8:0-19:0"", ""Friday"": ""8:0-19:0"", ""Saturday"": ""8:0-19:0"", ""Sunday"": ""10:0-17:0""}",1,43.6856115,-79.7601004,Trish Juice,L6Y 1M8,11,4.5,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}","{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Salad,Restaurants,Specialty Food,Fruits & Veggies,Coffee & Tea,Bubble Tea,Food,Juice Bars & Smoothies}"
8200 Boulevard Taschereau,null,h0mulZGDxM5mxfdySV5Gaw,"""Food, Bubble Tea, Juice Bars & Smoothies, Desserts""",Brossard,"{""Monday"": ""11:0-21:0"", ""Tuesday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Friday"": ""11:0-21:0"", ""Saturday"": ""11:0-21:0"", ""Sunday"": ""11:0-21:0""}",1,45.4490759,-73.4705071,Chatime,J4X 2S6,3,4,QC,,,"{Food,Bubble Tea,Juice Bars & Smoothies,Desserts}"
100 City Centre Drive,"{""RestaurantsGoodForGroups"": ""False"", ""GoodForKids"": ""True"", ""RestaurantsReservations"": ""False"", ""WiFi"": ""'no'"", ""HasTV"": ""False"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", ""RestaurantsDelivery"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsAttire"": ""'casual'"", ""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}",bBt-9dRev6C-hXQDxDGfUA,"""Sandwiches, Vietnamese, Restaurants, Food, Bubble Tea""",Mississauga,"{""Monday"": ""10:0-21:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-21:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""10:0-21:0"", ""Saturday"": ""9:30-21:0"", ""Sunday"": ""11:0-19:0""}",1,43.5928748783,-79.6430240571,Mii Sandwich,L5B 2C9,15,3.5,ON,,"{""casual"": ""FALSE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Sandwiches,Vietnamese,Restaurants,Food,Bubble Tea}"
"5000 S Arizona Mills Cir, Ste 554","{""RestaurantsTakeOut"": ""True"", ""OutdoorSeating"": ""False"", ""BusinessAcceptsCreditCards"": ""True"", ""WheelchairAccessible"": ""True"", ""RestaurantsPriceRange2"": ""1"", ""BusinessParking"": ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", ""Caters"": ""True"", ""BikeParking"": ""True"", ""WiFi"": ""'no'""}",rX9k0BJ0OM1zGKXKjfXZQA,"""Shaved Ice, Bubble Tea, Juice Bars & Smoothies, Food, Coffee & Tea""",Tempe,"{""Monday"": ""10:0-21:0"", ""Tuesday"": ""10:0-21:0"", ""Wednesday"": ""10:0-18:0"", ""Thursday"": ""10:0-21:0"", ""Friday"": ""10:0-21:0"", ""Saturday"": ""10:0-21:0"", ""Sunday"": ""11:0-18:0""}",1,33.3832288,-111.9643825,Bubble Bee,85282,52,4,AZ,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""TRUE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Shaved Ice,Bubble Tea,Juice Bars & Smoothies,Food,Coffee & Tea}"
495 Bloor Street W,"{""WiFi"": ""'free'"", ""BikeParking"": ""True"", ""OutdoorSeating"": ""False"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", ""RestaurantsPriceRange2"": ""1"", ""Caters"": ""False""}",nzVU42rf8q-ZUx0f9wP9JA,"""Food, Bubble Tea, Coffee & Tea, Juice Bars & Smoothies, Tea Rooms""",Toronto,"{""Monday"": ""11:0-0:0"", ""Tuesday"": ""11:0-0:0"", ""Wednesday"": ""11:0-0:0"", ""Thursday"": ""11:0-0:0"", ""Friday"": ""11:0-1:0"", ""Saturday"": ""12:0-1:0"", ""Sunday"": ""12:0-0:0""}",1,43.665705,-79.407955,Teashop 168,M5S,18,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}",,"{Food,Bubble Tea,Coffee & Tea,Juice Bars & Smoothies,Tea Rooms}"
"28 S Unionville Avenue, Unit 1035","{""GoodForMeal"": ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", ""RestaurantsDelivery"": ""False"", ""RestaurantsGoodForGroups"": ""False"", ""RestaurantsTableService"": ""True"", ""Caters"": ""False"", ""Alcohol"": ""u'none'"", ""BikeParking"": ""True"", ""RestaurantsTakeOut"": ""True"", ""RestaurantsPriceRange2"": ""2"", ""GoodForKids"": ""True"", ""OutdoorSeating"": ""False"", ""BusinessParking"": ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", ""RestaurantsReservations"": ""True"", ""WiFi"": ""'free'"", ""NoiseLevel"": ""u'quiet'"", ""RestaurantsAttire"": ""'casual'"", ""Ambience"": ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", ""HasTV"": ""False""}",APLfzC4bgq7wVwq3aoDE9Q,"""Cafes, Taiwanese, Bubble Tea, Restaurants, Food""",Markham,"{""Monday"": ""12:0-23:0"", ""Tuesday"": ""12:0-23:0"", ""Wednesday"": ""12:0-23:0"", ""Thursday"": ""12:0-23:0"", ""Friday"": ""12:0-0:0"", ""Saturday"": ""12:0-0:0"", ""Sunday"": ""12:0-23:0""}",0,43.8562440688,-79.3034014928,Lohas Cafe,L3R 4P9,50,3.5,ON,"{""lot"": ""TRUE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""FALSE"", ""validated"": ""FALSE""}","{""casual"": ""TRUE"", ""classy"": ""FALSE"", ""trendy"": ""FALSE"", ""hipster"": ""FALSE"", ""upscale"": ""FALSE"", ""intimate"": ""FALSE"", ""romantic"": ""FALSE"", ""touristy"": ""FALSE""}","{Cafes,Taiwanese,Bubble Tea,Restaurants,Food}"
142 Main St Unionville,"{""BikeParking"": ""True"", ""WiFi"": ""'free'"", ""Caters"": ""False"", ""RestaurantsPriceRange2"": ""2"", ""RestaurantsTakeOut"": ""True"", ""BusinessParking"": ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",DtUxNKrOzRIjtMkw3cf_7g,"""Tea Rooms, Food, Bubble Tea""",Markham,"{""Monday"": ""12:30-22:30"", ""Tuesday"": ""12:30-22:30"", ""Wednesday"": ""12:30-22:30"", ""Thursday"": ""12:30-22:30"", ""Friday"": ""12:30-23:0"", ""Saturday"": ""12:30-23:0"", ""Sunday"": ""12:30-22:30""}",1,43.8656562,-79.3109674,The Alley,L3R 2G5,67,4,ON,"{""lot"": ""FALSE"", ""valet"": ""FALSE"", ""garage"": ""FALSE"", ""street"": ""TRUE"", ""validated"": ""FALSE""}",,"{Tea Rooms,Food,Bubble Tea}"
